taxa,sp_ncbi,species,gtime,gtime.notes
Plant,Rorippa austriaca,Rorippa austriaca,6.5,"Rorippa austriaca is a polycarpic, perennial hemicryptophyte. It has the potential to reproduce sexually but was found to spread mainly by vegetative propagation via sprouting from lateral roots. Following plagiotropic growth the lateral roots bend downward and the vertical parts become stark and might eventually develop into tap-roots and produce new shoots and second order lateral roots. In Spring, the species develops flowering stalks. The species flowers copiously in late Spring early Summer. Roroppa austriaca seems to be a rather long-lived species, with fragments of clones attaining ages of at least 13 years (Dietz H, Köhler A & Ullmann I. 2002. Regeneration growth of the invasive clonal forb Rorippa austriaca (Brassicaceae) in relation to fertilization and interspecific competition. Plant Ecology, 158:171-182). Assuming a compensation between mortality and increase in size (and fertility) we estimate a generation time of 6.5 years (possibly an underestimation of the actual generation time)."
Plant,Rumex acetosa,Rumex acetosa,2,"Rumex acetosa is a polycarpic perennial which possesses a limited capacity for vegetative propagation (Voesenek LACJ & Blom CWPM. 1992. Germination and emergence ofRumexin river flood-plains. I. Timing of germination and seedbank characteristics. Acta Botanica Neerlandica, 41: 319–329). The mature plant overwinters as a basal rosette and produces one or more inflorescences in spring. The inflorescences elongate at the beginning of April and bloom through April and May. The seeds mature from late April onward, just after flowering. Therefore, flowering and seeding overlap within individual inflorescence stems and branches (Matsuhisa S & Ushimaru A. 2019. Does sexual dimorphism exist in flowering phenology traits in anemophilous dioecious species? A test with Rumex acetosa. American journal of botany, 106: 1356-1364). No dormancy was observed in Rumex acetosa, and seeds survive in optimal conditions at least 3 years (Steinbauer GP & Grigsby B. 1960. Dormancy and germination of the docks (Rumex spp.). Proceedings of the Association of Official Seed Analysts, 50: 112-117). A generation time of 2 years can underestimate the actual generation time."
Plant,Rumex acetosella,Rumex acetosella,3.89,"Rumex acetosellaL. (sheep’s sorrel, red sorrel) is acommon herbaceous perennial species which spreads by seeds and a shallow creeping root system. The role of seedling establishment in population maintenance is considered minor with established populations maintained predominantly by vegetative reproduction of ramets from the creeping root system. no seedlings flowered in the year of emergence (White SN, Boyd NS & Van Acker RC. 2014. Demography ofRumex acetosellain lowbush blueberry (Vaccinium angustifolium). Weed Research, 54:377–387). From data of White et al 2014, I produced a transition matrix and computed the generation time."
Plant,Rumex crispus,Rumex crispus,3.07,"Rumex crispus is a perennial species. It is able to establish quickly from seed, also has a persistent taproot system, a massive production of seed that remain viable in the seed bank for decades. R. crispus seedlings can emerge throughout the growing season and seeds that remain on the  parent plant over winter posses a certain level of dormancy, leading to later and more intermittent emergence compared to the seeds dispersed in  autumn. Tillage that leads to fragmentation of the root system can stimulate sprouting of new shoots from the regenerative tissue of the taproot. Severed top fragments of roots sprouted faster and produced more shoot biomass than intact rootstocks. Germination of R. crispus seeds is stimulated by light and fluctuating temperatures. Seedling emergence can occur in flushes during the whole vegetation period, depending on weather conditions. Once the juvenile plant is established, the development goes through three phases: the rosette phase, the elongation phase, and the inflorescence phase. Depending on resource availability, R. crispus may flower in its first year or, more commonly, remain in the rosette phase through its first winter. Flowering takes place in late Spring to early Autum, occasional single plants can flower twice in a season. Surviving plants will overwinter as a rosette and can reproduce again in one or several years. Longevity of R. obtusifolius has been reported up to 5 years. Emergence from seeds sown in autumn showed a distinct peak in Spring, while peak emergence for seeds sown in early spring did not occur until late early Summer. Total mortality during the four year period of the field experiment was 24 percent, and total proportion of plants reaching a reproductive stage (i.e. flowered at least once) was 23 percent (Pye A. 2008. Ecological studies of Rumex crispus L. Propagation, competition and demography. Doctoral Thesis, Swedish University of Agricultural Sciences, Faculty of Natural Resources and Agricultural Sciences, Department of Crop Production Ecology. Upsala). Generation time was computed from demographyc data in Pye 2008, assuming a lifespan of 5 years, a life table was built and generation time was computed."
Plant,Sanguisorba officinalis,Sanguisorba officinalis,NA,Not in the paper. Not found in the literature
Plant,Saussurea laniceps,Saussurea laniceps,8.5,NA
Plant,Saussurea medusa,Saussurea medusa,5,NA
Plant,Saussurea nigrescens,Saussurea nigrescens,3,"Not in the paper, but authors state that “lotus species (S. nigrescens) can reproduce only when plants are at least two years old (and more typically 3–4 years old)” and that “its population recruitment is largely dependent on seed production because its vegetative reproduction ability is relatively poor”. So we assume a generation time of three years."
Plant,Scabiosa columbaria,Scabiosa columbaria,7.04,"Generation time computed from COMPADRE database transition matrix (Matrix 245522 in COMPADRE Plant Matrix Database (2021). Available from: https://www.compadre-db.org/Species/46639 [21 May 2021, Version 6.21.1.0]), based on Vekaar & Schenkeveld (Vekaar HJ & Schenkeveld AJ. 1984. On the ecology of short-lived forbs in Chalk Grasslands: life-history characteristics. New Phytologist, 98:659-672)."
Plant,Schizachyrium scoparium,Schizachyrium scoparium,13.78,"Generation time computed with demographyc data from Laurenroth and Adler (Lauenroth WK & Adler PB. 2008. Demography of perennial grassland plants: survival, life expectancy and life span. Journal of Ecology, 96:1023-1032.), assuming that fecundity increase linearly with size."
Plant,Secale cereale,Secale cereale,1,NA
Plant,Senecio inaequidens,Senecio inaequidens,1,"Senecio inaequidens is a shortlived perennial that reaches maturity in its first year of life (Ernst WHO. 1998. Invasion, dispersal and ecology of the South African neophyte Senecio inaequidens in The Netherlands: from wool alien to railway and road alien. Acta Botanica Neerlandica, 47:131-151). A generation time of one year can be an underestimation of the actual generation time."
Plant,Senecio pterophorus,Senecio pterophorus,1,"Senecio pterophorus is a perennial plant and first flowering time is about 110 days (Colomer-Ventura F, Martínez-Vilalta J, Zuccarini P, Escolà A, Armengot L, Castells E. 2015. Contemporary evolution of an invasive plant is associated with climate but not with herbivory. Functional Ecology, 29:1475-1485). So, a generation time of one year may underestimate the actual generation time."
Plant,Senecio squalidus,Senecio squalidus,1,NA
Plant,Senecio sylvaticus,Senecio sylvaticus,1,"Senecio sylvaticus is an annual, mostly autogamous plant. Within the group of annual Senecio species, S. sylvaticus is not as strict summer annual as the co-occurring S. viscosus, but has also not such a variable seasonality as S. vulgaris. S. sylvaticus is rooting in the litter layer (A00) and fermentation layer (A0) and is very unproductive on mineral soils. Achenes of S. sylvaticus genninated in Autum or in Spring. From late Spring to mid Summer no germination was observed. In addition to the two different periods of gennination, there was a great difference in plant biomass of both life forms in spring. The biomass of the winter annual life forms was more than ten fold that of the summer annual life form in the last days of May. Under natural conditions, the summer annual populations did flower from summer to autum. (Ernst, W. H. O. (1989). Selection of winter and summer annual life forms in populations of Senecio sylvaticus L. Flora, 182(3-4), 221-231)"
Plant,Senecio vulgaris,Senecio vulgaris,1,"S. vulgaris is a summer or winter annual, reproducing only by seed. S. vulgaris is monocarpic (Robinson DE, O’Donovan JT, Sharma MP, Doohan DJ and Figueroa R. 2003. The Biology of Canadian Weeds. 123. Senecio vulgaris L. Can. J. Plant Sci. 83: 629–644)"
Plant,Silene latifolia,Silene latifolia,1.5,"Richards (1997) have estimated average generation time in natural populations of S. latifolia to be approximately 1.5 years by direct census of marked plants (Richards CM. 1997. The ecological genetics of population establishment in Silene alba. PhD  Dissertation,  Duke  University, Durham, NC, USA.)"
Plant,Solanum dulcamara,Solanum dulcamara,NA,Not in the paper. Not found in the literature
Plant,Solidago canadensis var. canadensis,Solidago canadensis,1,NA
Plant,Solidago canadensis var. scabra,Solidago altissima,NA,"Solidago altissima, is a perennial. Most ramets emerge in Spring from the apical tips of underground rhizomes, and increase in height until mid Summer, at which time flower heads begin to form. The apical tips of some rhizomes emerge the previous season, but the leaves of such rhizomes do not expand until spring (i.e. there are no overwintering rosettes). Rhizome growth is sympodial. The above-ground portion of ramets die over winter, and their daughter rhizomes remain dormant until the following spring. Ramets are not produced at the same node in successive years, so genet survival depends upon the new ramets that emerge in the spring from overwintering rhizomes. Although above-ground shoots die after one season, roots and rhizome connections persist for up to 5-6 years (fragmentation, not death) (Cain ML. 1990. Models of Clonal Growth in Solidago Altissima. The Journal of Ecology, 78:27-46). Clones of S. canadensis increase in both size and density and can persist for a considerable number of years, estimated at more than 100 yr (Werner, P. A., GROSS, R. S., & BRADBURY, I. K. (1980). THE BIOLOGY OF CANADIAN WEEDS.: 45. Solidago canadensis L. Canadian Journal of Plant Science, 60:1393-1409). Germination within the established vegetation was very rare: only 12 out of 150000 experimentally sown seeds (0.008%) became seedlings. The survival and growth of seedlings transplanted into closed vegetation increased with age and developmental stage. Nevertheless, no transplants flowered during the 24 months over which their fate was followed (Meyer AH & Schmid B. 1999. Seed dynamics and seedling establishment in the invading perennial Solidago altissima under different experimental treatments. Journal of Ecology, 87:28-41). So, it seems the generation time in Solidago altissima should be very long but we did not find any approximation. COMPADRE database transition matrix (Matrix 245611 in COMPADRE Plant Matrix Database (2021). Available from: https://www.compadre-db.org/Species/46727 [21 May 2021, Version 6.21.1.0]) leads to a generation time of 6723 years."
