taxa,sp_ncbi,species,gtime,gtime.notes
Amphibian,Lithobates sylvaticus,Rana sylvatica,2.5,NA
Amphibian,Pelophylax lessonae/ridibunda,Rana esculenta complex,2,NA
Amphibian,Rana arvalis,Rana arvalis,2.5,NA
Amphibian,Rhinella marina,Bufo marinus,1,NA
Amphibian,Speleomantes strinatii,Hydromantes strinatii,4.2,NA
Annelid,Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,0.67,"The authors assumed that the elapsed time (9 years) correspond with 9 to 18 generations (mean value 13.5). So, generation time is between 0.5 and 1 (mean value 9/13.5= 0.67)."
Bird,Acrocephalus scirpaceus,Acrocephalus scirpaceus,2,NA
Bird,Acrocephalus scirpaceus,Acrocephalus scirpaceus,1,NA
Bird,Aegithalos caudatus,Aegithalos caudatus,2,NA
Bird,Agelaius phoeniceus,Agelaius phoeniceus,1.7,NA
Bird,Alauda arvensis,Alauda arvensis,3,NA
Bird,Anser caerulescens caerulescens,Anser caerulescens caerulescens,3,NA
Bird,Anthus campestris,Anthus campestris,3,NA
Bird,Anthus pratensis,Anthus pratensis,3,NA
Bird,Anthus trivialis,Anthus trivialis,3,NA
Bird,Aphelocoma ultramarina,Aphelocoma ultramarina,2.5,NA
Bird,Apus apus,Apus apus,7,NA
Bird,Archilochus colubris,Archilochus colubris,1.7,NA
Bird,Bombycilla cedrorum,Bombycilla cedrorum,1.7,NA
Bird,Branta leucopsis,Branta leucopsis,2,NA
Bird,Cardinalis cardinalis,Cardinalis cardinalis,1.7,NA
Bird,Carduelis carduelis,Carduelis carduelis,2,NA
Bird,Catharus fuscescens,Catharus fuscescens,1.7,NA
Bird,Catharus guttatus,Catharus guttatus,1.7,NA
Bird,Catharus minimus,Catharus minimus,1.7,NA
Bird,Chloris chloris,Carduelis chloris,3,NA
Bird,Coccothraustes coccothraustes,Coccothraustes coccothraustes,3,NA
Bird,Coccyzus americanus,Coccyzus americanus,1.7,NA
Bird,Coccyzus erythropthalmus,Coccyzus erythropthalmus,1.7,NA
Bird,Contopus virens,Contopus virens,1.7,NA
Bird,Coturnix coturnix,Coturnix coturnix,2,NA
Bird,Cyanistes caeruleus,Parus caeruleus,1.9,NA
Bird,Cyanistes caeruleus,Parus caeruleus,2,NA
Bird,Cyanistes caeruleus,Parus caeruleus,2.64,from the paper and the email Anne sent us
Bird,Cyanistes caeruleus,Parus caeruleus,1.91,from the paper and the email Anne sent us
Bird,Cyanocitta cristata,Cyanocitta cristata,1.7,NA
Bird,Cygnus olor,Cygnus olor,7.2,from the paper and the email Anne sent us
Bird,Delichon urbicum,Delichon urbica,3,NA
Bird,Dryobates pubescens,Picoides pubescens,1.7,NA
Bird,Dumetella carolinensis,Dumetella carolinensis,1.7,NA
Bird,Emberiza cia,Emberiza cia,3,NA
Bird,Emberiza hortulana,Emberiza hortulana,3,NA
Bird,Emberiza schoeniclus,Emberiza schoeniclus,3,NA
Bird,Empidonax alnorum/traillii,Empidonax alnorum/traillii,1.7,NA
Bird,Empidonax minimus,Empidonax minimus,1.7,NA
Bird,Empidonax virescens,Empidonax virescens,1.7,NA
Bird,Erithacus rubecula,Erithacus rubecula,2,NA
Bird,Ficedula albicollis,Ficedula albicollis,1,NA
Bird,Ficedula hypoleuca,Ficedula hypoleuca,2,G length from http://thor.dmu.dk/1_Om_DMU/2_Tvaer-funk/3_fdc_bio/projekter/redlist/data_en.asp?ID=1653&gruppeID=4
Bird,Ficedula hypoleuca,Ficedula hypoleuca,2.3,NA
Bird,Fringilla coelebs,Fringilla coelebs,1,NA
Bird,Fringilla coelebs,Fringilla coelebs,3,NA
Bird,Fringilla montifringilla,Fringilla montifringilla,3,NA
Bird,Garrulus glandarius,Garrulus glandarius,4,NA
Bird,Geospiza fortis,Geospiza fortis,1,NA
Bird,Geospiza scandens,Geospiza scandens,1,NA
Bird,Geothlypis formosa,Geothlypis formosa,1.7,NA
Bird,Geothlypis trichas,Geothlypis trichas,1.7,NA
Bird,Haemorhous mexicanus,Carpodacus mexicanus,1.7,NA
Bird,Haemorhous purpureus,Carpodacus purpureus,1.7,NA
Bird,Hesperiphona vespertina,Coccothraustes vespertinus,1.7,NA
Bird,Hippolais icterina,Hippolais icterina,2,NA
Bird,Hirundo rustica,Hirundo rustica,1.522,NA
Bird,Hirundo rustica,Hirundo rustica,1.7,NA
Bird,Hylocichla mustelina,Hylocichla mustelina,1.7,NA
Bird,Ichthyaetus audouinii,Larus audouinii,10,NA
Bird,Icteria virens,Icteria virens,1.7,NA
Bird,Icterus galbula,Icterus galbula,1.7,NA
Bird,Junco hyemalis,Junco hyemalis,2,NA
Bird,Junco hyemalis,Junco hyemalis,2.17,NA
Bird,Junco hyemalis,Junco hyemalis,1.5,NA
Bird,Jynx torquilla,Jynx torquilla,2,NA
Bird,Lanius collurio,Lanius collurio,3,NA
Bird,Leiothlypis celata,Oreothlypis celata,1.7,NA
Bird,Leiothlypis ruficapilla,Oreothlypis ruficapilla,1.7,NA
Bird,Linaria cannabina,Carduelis cannabina,2,NA
Bird,Locustella fluviatilis,Locustella fluviatilis,2,NA
Bird,Locustella naevia,Locustella naevia,2,NA
Bird,Loxia curvirostra,Loxia curvirostra,2.9,NA
Bird,Lullula arborea,Lullula arborea,3,NA
Bird,Luscinia megarhynchos,Luscinia megarhynchos,3,NA
Bird,Melanerpes carolinus,Melanerpes carolinus,1.7,NA
Bird,Melospiza georgiana,Melospiza georgiana,1.7,NA
Bird,Melospiza lincolnii,Melospiza lincolnii,1.7,NA
Bird,Melospiza melodia,Melospiza melodia,1.7,NA
Bird,Mniotilta varia,Mniotilta varia,1.7,NA
Bird,Molothrus ater,Molothrus ater,1.7,NA
Bird,Motacilla alba,Motacilla alba,3,NA
Bird,Motacilla cinerea,Motacilla cinerea,3,NA
Bird,Motacilla flava,Motacilla flava,3,NA
Bird,Muscicapa striata,Muscicapa striata,3,NA
Bird,Myiarchus crinitus,Myiarchus crinitus,1.7,NA
Bird,Oenanthe oenanthe,Oenanthe oenanthe,3,NA
Bird,Parkesia motacilla,Parkesia motacilla,1.7,NA
Bird,Parkesia noveboracensis,Parkesia noveboracensis,1.7,NA
Bird,Parus major,Parus major,1.85,NA
Bird,Parus major,Parus major,1,NA
Bird,Passer domesticus,Passer domesticus,1,"in the system s133, introduction of Passer domesticus in America, the gtime is 1 year"
Bird,Passer domesticus,Passer domesticus,1,NA
Bird,Passer domesticus,Passer domesticus,3,NA
Bird,Passer domesticus,Passer domesticus,2.5,eol.org
Bird,Passerella iliaca,Passerella iliaca,1,NA
Bird,Passerina cyanea,Passerina cyanea,1.7,NA
Bird,Passer montanus,Passer montanus,3,NA
Bird,Periparus ater,Parus ater,2,NA
Bird,Pheucticus ludovicianus,Pheucticus ludovicianus,1.7,NA
Bird,Phoenicurus ochruros,Phoenicurus ochruros,3,NA
Bird,Phoenicurus phoenicurus,Phoenicurus phoenicurus,2,NA
Bird,Phylloscopus collybita,Phylloscopus collybita,2,NA
Bird,Phylloscopus sibilatrix,Phylloscopus sibilatrix,2,NA
Bird,Phylloscopus trochilus,Phylloscopus trochilus,2,NA
Bird,Picoides villosus,Picoides villosus,1.7,NA
Bird,Pipilo erythrophthalmus,Pipilo erythrophthalmus,1.7,NA
Bird,Piranga olivacea,Piranga olivacea,1.7,NA
Bird,Pitangus sulphuratus,Pitangus sulphuratus,2.88,NA
Bird,Poecile atricapillus,Poecile atricapillus,1.7,NA
Bird,Polioptila caerulea,Polioptila caerulea,1.7,NA
Bird,Prunella modularis,Prunella modularis,3,NA
Bird,Pyrrhula pyrrhula,Pyrrhula pyrrhula,3,NA
Bird,Quiscalus quiscula,Quiscalus quiscula,1.7,NA
Bird,Regulus calendula,Regulus calendula,1.7,NA
Bird,Regulus ignicapilla,Regulus ignicapillus,2,NA
Bird,Regulus regulus,Regulus regulus,2,NA
Bird,Riparia riparia,Riparia riparia,3,NA
Bird,Saxicola rubetra,Saxicola rubetra,2,NA
Bird,Sayornis phoebe,Sayornis phoebe,1.7,NA
Bird,Seiurus aurocapilla,Seiurus aurocapilla,1.7,NA
Bird,Serinus citrinella,Serinus citrinella,2,NA
Bird,Serinus serinus,Serinus serinus,3,NA
Bird,Setophaga americana,Setophaga americana,1.7,NA
Bird,Setophaga caerulescens,Setophaga caerulescens,1.7,NA
Bird,Setophaga castanea,Setophaga castanea,1.7,NA
Bird,Setophaga citrina,Setophaga citrina,1.7,NA
Bird,Setophaga coronata,Setophaga coronata,1.7,NA
Bird,Setophaga fusca,Setophaga fusca,1.7,NA
Bird,Setophaga petechia,Setophaga petechia,1.7,NA
Bird,Setophaga ruticilla,Setophaga ruticilla,1.7,NA
Bird,Setophaga striata,Setophaga striata,1.7,NA
Bird,Setophaga tigrina,Setophaga tigrina,1.7,NA
Bird,Setophaga virens,Setophaga virens,1.7,NA
Bird,Sialia sialis,Sialia sialis,1.7,NA
Bird,Sitta carolinensis,Sitta carolinensis,1.7,NA
Bird,Sitta europaea,Sitta europaea,2,NA
Bird,Spinus pinus,Spinus pinus,1.7,NA
Bird,Spinus spinus,Carduelis spinus,3,NA
Bird,Spinus tristis,Spinus tristis,1.7,NA
Bird,Spizella passerina,Spizella passerina,1.7,NA
Bird,Spizella pusilla,Spizella pusilla,1.7,NA
Bird,Stelgidopteryx serripennis,Stelgidopteryx serripennis,1.7,NA
Bird,Sterna paradisaea,Sterna paradisaea,6,NA
Bird,Sturnus philippensis,Sturnia philippensis,2.75,NA
Bird,Sturnus vulgaris,Sturnus vulgaris,3,NA
Bird,Sylvia atricapilla,Sylvia atricapilla,2,NA
Bird,Sylvia borin,Sylvia borin,2,NA
Bird,Sylvia communis,Sylvia communis,2,NA
Bird,Tachycineta bicolor,Tachycineta bicolor,1.7,NA
Bird,Tachymarptis melba,Apus melba,7,NA
Bird,Telespiza cantans,Telespyza cantans,2,NA
Bird,Thryothorus ludovicianus,Thryothorus ludovicianus,1.7,NA
Bird,Toxostoma rufum,Toxostoma rufum,1.7,NA
Bird,Troglodytes aedon,Troglodytes aedon,1.7,NA
Bird,Troglodytes troglodytes,Troglodytes troglodytes,2,NA
Bird,Turdus iliacus,Turdus iliacus,3,NA
Bird,Turdus merula,Turdus merula,3,NA
Bird,Turdus migratorius,Turdus migratorius,1.7,NA
Bird,Turdus philomelos,Turdus philomelos,3,NA
Bird,Turdus torquatus,Turdus torquatus alpestris,3,NA
Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,3,NA
Bird,Turdus viscivorus,Turdus viscivorus,3,NA
Bird,Vermivora chrysoptera,Vermivora chrysoptera,1.7,NA
Bird,Vermivora cyanoptera,Vermivora cyanoptera,1.7,NA
Bird,Vestiaria coccinea,Vestiaria coccinea,1,NA
Bird,Vireo griseus,Vireo griseus,1.7,NA
Bird,Vireo olivaceus,Vireo olivaceus,1.7,NA
Bird,Vireo philadelphicus,Vireo philadelphicus,1.7,NA
Bird,Vireo solitarius,Vireo solitarius,1.7,NA
Bird,Zenaida macroura,Zenaida macroura,1.7,NA
Bird,Zonotrichia albicollis,Zonotrichia albicollis,1.7,NA
Bird,Zonotrichia leucophrys,Zonotrichia leucophrys,1.7,NA
Bird,Zosterops lateralis,Zosterops lateralis,3,NA
Mollusc,Dreissena polymorpha,Dreissena polymorpha,2.25,NA
Arthropod,Asellus aquaticus,Asellus aquaticus,0.5,"In the paper, authors assume two generations per year"
Arthropod,Daphnia galeata,Daphnia galeata,1,"Generation time of 1 year is questionable since Daphnia can have shorter asexual cycles. Omilian & Lynch 2005 used 5 generations per year in Daphnia (http://www.indiana.edu/~lynchlab/PDF/Lynch170.pdf), as did Walser and Haag 2012 (http://www.unifr.ch/biol/ecology/haag/pdfs/Walser_and_Haag_2012.pdf), the latter citing Ebert 2005 ""Ecology, epidemiology, and evolution of parasitism in Daphnia"" (a book)."
Arthropod,Daphnia melanica,Daphnia melanica,1,NA
Arthropod,Daphnia mendotae,Daphnia galeata mendotae,0.055616438,NA
Arthropod,Daphnia retrocurva,Daphnia retrocurva,1,NA
Arthropod,Onychodiaptomus sanguineus,Diaptomus sanguineus,1,NA
Fish,Alosa pseudoharengus,Alosa pseudoharengus,1.5,NA
Fish,Argentina silus,Argentina silas,4.21,A50 for females at beginning of sampling period used as gtime
Fish,Argentina silus,Argentina silas,4.42,A50 for females at beginning of sampling period used as gtime
Fish,Brosme brosme,Brosme brosme,6,2003 COSEWIC Assessment and status report
Fish,Clupea harengus,Clupea harengus,6.5,Gtime listed as 6-7 by iucn
Fish,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,5,iucnredlist.org
Fish,Coregonus albellus,Coregonus albellus,3.81,calculated by authors
Fish,Coregonus clupeaformis,Coregonus clupeaformis,2,"Gen length not given, used 2 years as reported by Jensen A.L. 1985; "
Fish,Coregonus fatioi,Coregonus fatioi,3.59,calculated by authors
Fish,Coregonus lavaretus,Coregonus lavaretus,6,Estimate used in �stbye et al 2005 (10.1111/j.1365-294X.2005.02737.x)
Fish,Cynotilapia afra,Cynotilapia afra,1,NA
Fish,Cyprinella venusta,Cyprinella venusta,1,NA
Fish,Cyprinodon tularosa,Cyprinodon tularosa,0.66,NA
Fish,Cyprinodon tularosa,Cyprinodon tularosa,0.75,NA
Fish,Esox lucius,Esox lucius,4,NA
Fish,Gadus morhua,Gadus morhua,3,NA
Fish,Gadus morhua,Gadus morhua,7,NA
Fish,Gadus morhua,Gadus morhua,6.34,A50 for females at beginning of sampling period used as gtime
Fish,Gadus morhua,Gadus morhua,5.19,A50 for females at beginning of sampling period used as gtime
Fish,Gadus morhua,Gadus morhua,4.95,A50 for females at beginning of sampling period used as gtime
Fish,Gadus morhua,Gadus morhua,3.72,A50 for females at beginning of sampling period used as gtime
Fish,Gadus morhua,Gadus morhua,6.9,iucnredlist.org
Fish,Gadus morhua,Gadus morhua,9,Sharpe et al. '09 cites COSEWIC 2003 for Gtime
Fish,Gadus morhua,Gadus morhua,11,Sharpe et al. '09 cites COSEWIC 2003 for Gtime
Fish,Gadus morhua,Gadus morhua,2,Mentioned in the article
Fish,Gambusia affinis,Gambusia affinis,0.5,NA
Fish,Gambusia holbrooki,Gambusia holbrooki,0.4,NA
Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,1,NA
Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,1,"The authors assumed that the elapsed time (12 years) correspond with 12 generations. So, generation time is 1 year."
Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,1,The authors assumed that the generation time is 1 year
Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,0.666666667,the number of generations (and gtime) was provided by the authors
Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,1.5,"From the paper (Leaver 2012): ""The source population has a 2-year generation time although Mayer Pond fish may have transitioned to a 1-year generation time by the year 2000""."
Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,1,years and number of generations provided by in the paper
Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,1,generation time for the same system estimated as 1 year by previous papers (Divino 2016 and Wund 2016)
